course_number|course_subject|course_name|course_desc|course_link
713|PSYC|Extramural Practicum I: Child|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
6001|RELI|Method and Theory in the Study of Religion|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/psyc-dip.html
6012|RELI|Jewish Texts and Literature: Interpretation and Reception|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-judaic-ma.html
6040|RELI|Guided Research Project Proposal Judaic Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-judaic-ma.html
6041|RELI|Guided Research Project Judaic Studies (24 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-judaic-ma.html
6050|RELI|Thesis Proposal Judaic Studies (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-judaic-ma.html
6051|RELI|Thesis Judaic Studies (30 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-judaic-ma.html
6002|RELI|Texts, Literature, and Interpretation|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6004|RELI|Ethics, Philosophy, and Worldviews|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6005|RELI|Material and Popular Culture|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6006|RELI|Women, Gender, and Sexuality|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6007|RELI|Regional and Intercultural Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6008|RELI|Community Engagement|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6020|RELI|Guided Research Project Proposal Religions and Cultures (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6021|RELI|Guided Research Project Religions and Cultures (24 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6030|RELI|Thesis Proposal Religions and Cultures (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
6031|RELI|Thesis Religions and Cultures (30 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
501|SCPA|Introduction to Community Economic Development (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/reli-ma.html
543|SCPA|A-Z Open Sessions (1 credit each)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-ced.html
501|SCPA|Introduction au développement économique communautaire (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-ced.html
502|SCPA|Approches comparatives et modèles de DÉC (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
503|SCPA|Compétences de base en DÉC (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
504|SCPA|Organisation communautaire et DÉC (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
505|SCPA|Développement d’entreprises sociales et entreprenariat social (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
510|SCPA|Projet en DÉC. Partie I (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
511|SCPA|Projet DÉC. Partie II (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
508|SCPA|Le financement des initiatives de DÉC. Partie I (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
509|SCPA|Le financement des initiatives de DÉC. Partie II (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
515|SCPA|Logement et aménagement du territoire dans une perspective de DÉC. Partie I (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
516|SCPA|Logement et aménagement du territoire dans une perspective de DÉC. Partie II (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
522|SCPA|Communications, technologie et DÉC. Partie I (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
523|SCPA|Communications, technologie et DÉC. Partie II (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
543|SCPA|A Z Sessions ouvertes (1 crédit chacune)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/scpa-dec.html
612|SOCI|Quantitative Research Design and Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
613|SOCI|Qualitative Research Design and Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
620|SOCI|Population and Society|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
622|SOCI|Studies in Race and Ethnicity|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
627|SOCI|Social Movements and Social Change|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
635|SOCI|Gender Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
637|SOCI|Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
638|SOCI|The City|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
640|SOCI|Community Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
642|SOCI|Studies in Governance|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
647|SOCI|Democracy and Citizenship|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
648|SOCI|Health, Illness and Medicine|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
649|SOCI|Media and Communication|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
653|SOCI|Intellectual Biography|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
820|SOAN|Professional Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
850|SOAN|Comprehensive Exam l (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
860|SOAN|Comprehensive Exam ll (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
600|ANTH|Identity and Difference|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-phd.html
610|ANTH|Ethnographic Research and Ethics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
640|ANTH|Special Topics I *|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
641|ANTH|Special Topics II *|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
660|ANTH|Professional Development Seminar|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
691|ANTH|Fieldwork: Stage (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
693|ANTH|Essay Proposal|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
694|ANTH|Bibliographic Research (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
695|ANTH|Essay (15 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/socianth-ma.html
612|SOCI|Quantitative Research Design and Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
613|SOCI|Qualitative Research Design and Methods|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
660|SOCI|Professional Development Seminar|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
620/720|SOCI|Population and Society|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
622/722|SOCI|Studies in Race and Ethnicity|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
627/727|SOCI|Social Movements and Social Change|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
635/735|SOCI|Gender Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
637/737|SOCI|Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
638/738|SOCI|The City|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
640/740|SOCI|Community Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
642/742|SOCI|Studies in Governance|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
647/747|SOCI|Democracy and Citizenship|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
648/748|SOCI|Health, Illness and Medicine|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
649/749|SOCI|Media and Communication|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
653/753|SOCI|Intellectual Biography|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
601|SOCI|Topics in Advanced Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
611|SOCI|Topics in Advanced Methodology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/soci-ma.html
629|THEO|Intertestament Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
639|THEO|Biblical Studies|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/theo.html
